"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUT","SELFEMPWTEREDU","MEN","PC","A","1995",18.960147858,
"AUT","SELFEMPWTEREDU","MEN","PC","A","1996",18.994264603,
"AUT","SELFEMPWTEREDU","MEN","PC","A","1997",19.478326797,
"AUT","SELFEMPWTEREDU","MEN","PC","A","1998",20.212240219,"B"
"AUT","SELFEMPWTEREDU","MEN","PC","A","1999",21.199920654,
"AUT","SELFEMPWTEREDU","MEN","PC","A","2000",22.326883316,
"AUT","SELFEMPWTEREDU","MEN","PC","A","2001",22.574890137,
"AUT","SELFEMPWTEREDU","MEN","PC","A","2002",22.922512054,
"AUT","SELFEMPWTEREDU","MEN","PC","A","2003",22.955259323,
"AUT","SELFEMPWTEREDU","MEN","PC","A","2004",23.877239227,"B"
"AUT","SELFEMPWTEREDU","MEN","PC","A","2005",24.685796738,"B"
"AUT","SELFEMPWTEREDU","MEN","PC","A","2006",25.187282562,"B"
"AUT","SELFEMPWTEREDU","MEN","PC","A","2007",25.132684708,"B"
"AUT","SELFEMPWTEREDU","MEN","PC","A","2008",24.913831711,
"AUT","SELFEMPWTEREDU","MEN","PC","A","2009",24.765258789,
"AUT","SELFEMPWTEREDU","MEN","PC","A","2010",24.454063416,
"AUT","SELFEMPWTEREDU","MEN","PC","A","2011",23.463350296,
"AUT","SELFEMPWTEREDU","MEN","PC","A","2012",22.837898254,
"AUT","SELFEMPWTEREDU","MEN","PC","A","2013",21.083515167,
"AUT","SELFEMPWTEREDU","MEN","PC","A","2014",20.240674973,"B"
"AUT","SELFEMPWTEREDU","MEN","PC","A","2015",19.005205154,
"AUT","SELFEMPWTEREDU","MEN","PC","A","2016",18.781492233,
"AUT","SELFEMPWTEREDU","MEN","PC","A","2017",18.553487778,
"AUT","SELFEMPWTEREDU","MEN","PC","A","2018",18.438762665,
"AUT","SELFEMPWTEREDU","MEN","PC","A","2019",18.658411026,
"AUT","SELFEMPWTEREDU","WOMEN","PC","A","1995",9.6071243286,
"AUT","SELFEMPWTEREDU","WOMEN","PC","A","1996",10.207030296,
"AUT","SELFEMPWTEREDU","WOMEN","PC","A","1997",11.114082336,
"AUT","SELFEMPWTEREDU","WOMEN","PC","A","1998",11.330839157,"B"
"AUT","SELFEMPWTEREDU","WOMEN","PC","A","1999",11.787067413,
"AUT","SELFEMPWTEREDU","WOMEN","PC","A","2000",11.867511749,
"AUT","SELFEMPWTEREDU","WOMEN","PC","A","2001",11.511462212,
"AUT","SELFEMPWTEREDU","WOMEN","PC","A","2002",10.771914482,
"AUT","SELFEMPWTEREDU","WOMEN","PC","A","2003",11.185710907,
"AUT","SELFEMPWTEREDU","WOMEN","PC","A","2004",11.919718742,"B"
"AUT","SELFEMPWTEREDU","WOMEN","PC","A","2005",12.277274132,"B"
"AUT","SELFEMPWTEREDU","WOMEN","PC","A","2006",12.30921936,"B"
"AUT","SELFEMPWTEREDU","WOMEN","PC","A","2007",12.82544899,"B"
"AUT","SELFEMPWTEREDU","WOMEN","PC","A","2008",13.545217514,
"AUT","SELFEMPWTEREDU","WOMEN","PC","A","2009",13.347348213,
"AUT","SELFEMPWTEREDU","WOMEN","PC","A","2010",12.793053627,
"AUT","SELFEMPWTEREDU","WOMEN","PC","A","2011",12.342795372,
"AUT","SELFEMPWTEREDU","WOMEN","PC","A","2012",12.553742409,
"AUT","SELFEMPWTEREDU","WOMEN","PC","A","2013",11.853555679,
"AUT","SELFEMPWTEREDU","WOMEN","PC","A","2014",10.884854317,"B"
"AUT","SELFEMPWTEREDU","WOMEN","PC","A","2015",9.5252056122,
"AUT","SELFEMPWTEREDU","WOMEN","PC","A","2016",9.492099762,
"AUT","SELFEMPWTEREDU","WOMEN","PC","A","2017",9.8252859116,
"AUT","SELFEMPWTEREDU","WOMEN","PC","A","2018",10.243283272,
"AUT","SELFEMPWTEREDU","WOMEN","PC","A","2019",10.502643585,
"BEL","SELFEMPWTEREDU","MEN","PC","A","1992",20.371120453,"B"
"BEL","SELFEMPWTEREDU","MEN","PC","A","1993",20.465053558,
"BEL","SELFEMPWTEREDU","MEN","PC","A","1994",20.512376785,
"BEL","SELFEMPWTEREDU","MEN","PC","A","1995",20.264944077,
"BEL","SELFEMPWTEREDU","MEN","PC","A","1996",19.983423233,
"BEL","SELFEMPWTEREDU","MEN","PC","A","1997",20.357002258,
"BEL","SELFEMPWTEREDU","MEN","PC","A","1998",20.230010986,"B"
"BEL","SELFEMPWTEREDU","MEN","PC","A","1999",20.115243912,"B"
"BEL","SELFEMPWTEREDU","MEN","PC","A","2000",19.657230377,
"BEL","SELFEMPWTEREDU","MEN","PC","A","2001",19.887546539,"B"
"BEL","SELFEMPWTEREDU","MEN","PC","A","2002",19.429870605,
"BEL","SELFEMPWTEREDU","MEN","PC","A","2003",18.54545784,
"BEL","SELFEMPWTEREDU","MEN","PC","A","2004",18.139242172,
