"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","INVENTORS","WOMEN","PC_TOTINVENTORS","A","1985",4.4000000954,
"AUS","INVENTORS","WOMEN","PC_TOTINVENTORS","A","1986",4.6999998093,
"AUS","INVENTORS","WOMEN","PC_TOTINVENTORS","A","1987",5.6999998093,
"AUS","INVENTORS","WOMEN","PC_TOTINVENTORS","A","1988",6,
"AUS","INVENTORS","WOMEN","PC_TOTINVENTORS","A","1989",6.5,
"AUS","INVENTORS","WOMEN","PC_TOTINVENTORS","A","1990",6.4000000954,
"AUS","INVENTORS","WOMEN","PC_TOTINVENTORS","A","1991",7.1999998093,
"AUS","INVENTORS","WOMEN","PC_TOTINVENTORS","A","1992",8,
"AUS","INVENTORS","WOMEN","PC_TOTINVENTORS","A","1993",9.1000003815,
"AUS","INVENTORS","WOMEN","PC_TOTINVENTORS","A","1994",9.8000001907,
"AUS","INVENTORS","WOMEN","PC_TOTINVENTORS","A","1995",10,
"AUS","INVENTORS","WOMEN","PC_TOTINVENTORS","A","1996",9.6000003815,
"AUS","INVENTORS","WOMEN","PC_TOTINVENTORS","A","1997",9.3999996185,
"AUS","INVENTORS","WOMEN","PC_TOTINVENTORS","A","1998",9.6999998093,
"AUS","INVENTORS","WOMEN","PC_TOTINVENTORS","A","1999",10.899999619,
"AUS","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2000",11.800000191,
"AUS","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2001",12.399999619,
"AUS","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2002",12.100000381,
"AUS","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2003",11.399999619,
"AUS","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2004",11,
"AUS","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2005",10.800000191,
"AUS","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2006",11.100000381,
"AUS","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2007",11.699999809,
"AUS","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2008",11.5,
"AUS","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2009",11.300000191,
"AUS","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2010",10.699999809,
"AUS","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2011",11,
"AUS","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2012",11.100000381,
"AUS","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2013",11.399999619,
"AUS","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2014",11.5,
"AUS","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2015",11.600000381,
"AUS","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2016",11.399999619,
"AUS","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2017",11.399999619,
"AUT","INVENTORS","WOMEN","PC_TOTINVENTORS","A","1985",1.2000000477,
"AUT","INVENTORS","WOMEN","PC_TOTINVENTORS","A","1986",1.2999999523,
"AUT","INVENTORS","WOMEN","PC_TOTINVENTORS","A","1987",1.2999999523,
"AUT","INVENTORS","WOMEN","PC_TOTINVENTORS","A","1988",1.8999999762,
"AUT","INVENTORS","WOMEN","PC_TOTINVENTORS","A","1989",2.0999999046,
"AUT","INVENTORS","WOMEN","PC_TOTINVENTORS","A","1990",2.2000000477,
"AUT","INVENTORS","WOMEN","PC_TOTINVENTORS","A","1991",2.2000000477,
"AUT","INVENTORS","WOMEN","PC_TOTINVENTORS","A","1992",2.5999999046,
"AUT","INVENTORS","WOMEN","PC_TOTINVENTORS","A","1993",2.7000000477,
"AUT","INVENTORS","WOMEN","PC_TOTINVENTORS","A","1994",2.7999999523,
"AUT","INVENTORS","WOMEN","PC_TOTINVENTORS","A","1995",2.9000000954,
"AUT","INVENTORS","WOMEN","PC_TOTINVENTORS","A","1996",3.0999999046,
"AUT","INVENTORS","WOMEN","PC_TOTINVENTORS","A","1997",3.2000000477,
"AUT","INVENTORS","WOMEN","PC_TOTINVENTORS","A","1998",3.0999999046,
"AUT","INVENTORS","WOMEN","PC_TOTINVENTORS","A","1999",3.2999999523,
"AUT","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2000",3.5999999046,
"AUT","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2001",3.9000000954,
"AUT","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2002",4.1999998093,
"AUT","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2003",4.4000000954,
"AUT","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2004",4.1999998093,
"AUT","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2005",4.5999999046,
"AUT","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2006",5,
"AUT","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2007",5.5,
"AUT","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2008",5.5999999046,
"AUT","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2009",5.5999999046,
"AUT","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2010",5.5999999046,
"AUT","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2011",5.4000000954,
"AUT","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2012",5.4000000954,
"AUT","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2013",5.4000000954,
"AUT","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2014",5.5999999046,
"AUT","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2015",5.5,
"AUT","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2016",5.4000000954,
"AUT","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2017",5.0999999046,
"BEL","INVENTORS","WOMEN","PC_TOTINVENTORS","A","1985",4.4000000954,
"BEL","INVENTORS","WOMEN","PC_TOTINVENTORS","A","1986",4.5,
"BEL","INVENTORS","WOMEN","PC_TOTINVENTORS","A","1987",5.6999998093,
"BEL","INVENTORS","WOMEN","PC_TOTINVENTORS","A","1988",6.0999999046,
"BEL","INVENTORS","WOMEN","PC_TOTINVENTORS","A","1989",6.8000001907,
"BEL","INVENTORS","WOMEN","PC_TOTINVENTORS","A","1990",6.6999998093,
"BEL","INVENTORS","WOMEN","PC_TOTINVENTORS","A","1991",7,
"BEL","INVENTORS","WOMEN","PC_TOTINVENTORS","A","1992",6.6999998093,
"BEL","INVENTORS","WOMEN","PC_TOTINVENTORS","A","1993",7.0999999046,
"BEL","INVENTORS","WOMEN","PC_TOTINVENTORS","A","1994",7.5999999046,
"BEL","INVENTORS","WOMEN","PC_TOTINVENTORS","A","1995",8.3000001907,
"BEL","INVENTORS","WOMEN","PC_TOTINVENTORS","A","1996",8.8999996185,
"BEL","INVENTORS","WOMEN","PC_TOTINVENTORS","A","1997",9.5,
"BEL","INVENTORS","WOMEN","PC_TOTINVENTORS","A","1998",11.199999809,
"BEL","INVENTORS","WOMEN","PC_TOTINVENTORS","A","1999",12.199999809,
"BEL","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2000",12.399999619,
"BEL","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2001",11.800000191,
"BEL","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2002",11.100000381,
"BEL","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2003",11.399999619,
"BEL","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2004",11.300000191,
"BEL","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2005",12.199999809,
"BEL","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2006",12.600000381,
"BEL","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2007",13.300000191,
"BEL","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2008",13.600000381,
"BEL","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2009",13.699999809,
"BEL","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2010",14.199999809,
"BEL","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2011",13.399999619,
"BEL","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2012",12.699999809,
"BEL","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2013",11.699999809,
"BEL","INVENTORS","WOMEN","PC_TOTINVENTORS","A","2014",12.5,
