"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","ENTERPRISE","ALLSIZE","NBR","A","2006",132769,
"AUS","ENTERPRISE","ALLSIZE","NBR","A","2007",130372,
"AUS","ENTERPRISE","ALLSIZE","NBR","A","2008",127494,
"AUS","ENTERPRISE","ALLSIZE","NBR","A","2009",129538,"B"
"AUS","ENTERPRISE","ALLSIZE","NBR","A","2010",129500,
"AUS","ENTERPRISE","ALLSIZE","NBR","A","2011",128286,
"AUS","ENTERPRISE","ALLSIZE","NBR","A","2012",120653,
"AUS","ENTERPRISE","ALLSIZE","NBR","A","2013",122508,
"AUS","ENTERPRISE","ALLSIZE","NBR","A","2014",122478,
"AUS","ENTERPRISE","ALLSIZE","NBR","A","2015",122706,
"AUS","ENTERPRISE","ALLSIZE","NBR","A","2016",123502,
"AUS","ENTERPRISE","ALLSIZE","NBR","A","2017",125035,
"AUS","ENTERPRISE","1_9_EMPLOYED","NBR","A","2006",120882,
"AUS","ENTERPRISE","1_9_EMPLOYED","NBR","A","2007",118417,
"AUS","ENTERPRISE","1_9_EMPLOYED","NBR","A","2008",115700,
"AUS","ENTERPRISE","1_9_EMPLOYED","NBR","A","2009",118586,"B"
"AUS","ENTERPRISE","1_9_EMPLOYED","NBR","A","2010",121797,
"AUS","ENTERPRISE","1_9_EMPLOYED","NBR","A","2011",120984,
"AUS","ENTERPRISE","1_9_EMPLOYED","NBR","A","2012",113421,
"AUS","ENTERPRISE","1_9_EMPLOYED","NBR","A","2013",115491,
"AUS","ENTERPRISE","1_9_EMPLOYED","NBR","A","2014",115644,
"AUS","ENTERPRISE","1_9_EMPLOYED","NBR","A","2015",115823,
"AUS","ENTERPRISE","1_9_EMPLOYED","NBR","A","2016",116606,
"AUS","ENTERPRISE","1_9_EMPLOYED","NBR","A","2017",118119,
"AUS","ENTERPRISE","20_49_EMPLOYED","NBR","A","2006",11139,
"AUS","ENTERPRISE","20_49_EMPLOYED","NBR","A","2007",11177,
"AUS","ENTERPRISE","20_49_EMPLOYED","NBR","A","2008",11002,
"AUS","ENTERPRISE","20_49_EMPLOYED","NBR","A","2009",10255,"B"
"AUS","ENTERPRISE","20_49_EMPLOYED","NBR","A","2010",7093,
"AUS","ENTERPRISE","20_49_EMPLOYED","NBR","A","2011",6746,
"AUS","ENTERPRISE","20_49_EMPLOYED","NBR","A","2012",6665,
"AUS","ENTERPRISE","20_49_EMPLOYED","NBR","A","2013",6544,
